Date,Report Time,Incident Time,Nearest Address to Incident,Incident Category,Incident Summary,Incident Alert,Alert Type,Incident ID,Alert ID
4/9/20,,,4200 block of University Way NE,Armed Robbery,Suspect with a knife,ORIGINAL POST: Seattle police are searching the U-District area for a male suspect in an armed robbery that was reported at a business in the 4200 block of University Way NE. The suspect may have a knife and there is no further description confirmed at this time. Please avoid the area.,Original,46,113
3/27/20,,,,Safety,UWPD urges community members to call 911 immediately if they see any crime in progress,"A message from UWPD regarding safety on campus

When it comes to safety on campus, the UWPD takes a community-based, student-centered approach to teach the importance of safety and security. These become lifelong skills and ultimately assist our campus community members in making safety a priority in their daily lives.

Due to the impact COVID-19 has had on our regular campus routines, UWPD’s approach to crime prevention has been modified in order to best protect our community. With far fewer people on campus due to stay-at-home restrictions, we don’t have as many eyes and ears on campus. Though officers continue to perform their usual duties, it is even more important now to embrace, accept and participate in the concept of “See Something, Say Something.”

Now, more than ever, it is a call to action for all of our community members to be vigilant. For example, call 911 whenever you see unauthorized individuals in closed buildings. Please do not let unauthorized people follow behind you when entering a locked building. Letting that occur may impact your safety and the safety of others, potentially increasing the likelihood of theft from the building. If someone does follow you into a building, report it to a supervisor, building coordinator or the police, and call 911 if you are concerned for your safety.

In addition to unauthorized persons in buildings, UWPD urges you to call 911 immediately if you see any crime in progress. With fewer people on campus it is possible you may be the only person witnessing a crime. Don’t rely on someone else to call 911, please do so yourself and immediately. Here are some additional tips as we continue to work together to provide safety and security for campus during the COVID-19 pandemic:

When walking on campus, pre-plan your route, take pathways that are established and well lit, walk confidently and pay attention to what is going on around you. Walk with a friend but do so observing social distancing guidelines.

If you see a crime in progress, immediately report it by dialing 911. Be prepared to describe what you are observing and offer a description of the individual or car that might be involved.

When necessary, remind friends not to congregate. Respect the guidance given about social distancing.

Keep abreast of pertinent COVID-19 information posts by the UW and the CDC.

During the COVID-19 pandemic, please be mindful that some individuals may be experiencing anxiety, trauma and anguish. If you are concerned about a friend or co-worker, please refer them to their supervisor or UW Human Resources: https://hr.uw.edu/. Please refer students to LiveWell resources: https://depts.washington.edu/livewell/. If this is a crisis or emergency, call 911 immediately for police, fire or medical assistance.",Original,47,114
3/23/20,8:33 PM,8:33 PM,,Error,Error in alert message sent to entire UW list intended for small group at FHL,"DISREGARD: UW Advisory sent at 8:33 p.m. March 23, 2020

Please disregard a UW Advisory message which was erroneously sent at 8:33 p.m. to the entire UW list. The message was intended only for a small group of researchers and staff at Friday Harbor Labs (FHL).

We apologize for any confusion and are looking into the cause of the error.",Original,48,115
3/3/20,7:15 AM,,,,Access restored,"UPDATE at 7:15 a.m. Wednesday, March 4: Access to campus buildings is restored. Employee Husky cards should allow access to buildings as normal.",Update,49,116
3/3/20,9:06 PM,,,,Access delayed,"UPDATE at 9:06 p.m.: Husky card access to some campus buildings may be delayed through Wednesday, but buildings should unlock at normal times Wednesday morning. This post will be updated when all building access is restored.",Update,49,117
3/3/20,4:45 PM,,,Access/Functionality Issue,"Door access not working, Husky cards not opening doors in some buildings","UPDATE at 4:45 p.m.: Door access is still not working for employees in some campus buildings, and Husky cards will not open doors after they auto-lock this evening. Repairs are ongoing, and officials expect all buildings will be accessible with Husky cards by early Wednesday morning.

If a UW employee has an urgent need to enter their building after hours, contact UWPD’s non-emergency line at 206-685-8973.

Impacted buildings:

Wallace Hall

Allen Library

Architecture

Art Building

Bagley Hall

William H. Foege

Community Design Building

Clark Hall

Corp Yard buildings

Fluke Hall

Facilities Admin Building

Gould Hall

Gates Law

Gerberding Hall

Guthrie Hall

Guggenhiem Hall

Haggett Hall

Magnuson Health Sciences

Husky Union Building (HUB)

Johnson Hall

Kirsten Wind Tunnel

Lewis Hall

Mechanical Engineering Building

Merril Hall

Mary Gates Hall

Meany Hall

Marine Science Building

Odegard Library

PACCAR Hall

Plant Services Building

Blue Flame Building (off campus)

Puget Sound Plaza (off campus)

Raitt Hall

Savery Hall

South Campus Center

Sand Point Building 25 Piediactric Dentistry

Sandpoint Building 5

Suzzullo Library

UW Tower Building C

UW Tower Building S

UW Tower Building T

Western Ave (off campus)",Update,49,118
3/3/20,4:09 PM,,,Husky Card Malfunction,Work ongoing,UPDATE at 4:09 p.m.: Work on the Husky card malfunction is ongoing and there is no estimated time yet for repairs to the system. This post will be updated with more information.,Update,49,119
3/3/20,12:28 PM,,,Husky Card,Employees Unable to Access Buildings,"ORIGINAL Post at 12:28 p.m. Tuesday, March 3: Some UW employees are not able to access some campus buildings due to a Husky card malfunction. Student cards do not appear to be impacted.

UW Information Technology is aware of the problem and is working on a fix. Updates will be provided here as available.",Original,49,120
1/28/20,2:22 PM,,Key Bank,Armed Robbery,Searching for suspect,UPDATE at 2:22pm: The area around Key Bank is secure while Seattle police continue to search for the armed robbery suspect in the area. Updates will be provided here as they become available.,Update,50,121
1/28/20,,,NE 45th St. and Brooklyn Ave. NE,Robbery,"Suspect displayed a gun and is described as a male in his 30s with dark complexion, wearing black jeans, black sweatshirt and a red beanie","ORIGINAL POST: Seattle police are investigating a robbery at Key Bank, NE 45th St. and Brooklyn Ave. NE. The suspect displayed a gun and is described as a male in his 30s with dark complexion, wearing black jeans, black sweatshirt and a red beanie. More information will be provided here as it becomes available.

If you see the suspect, call 911.",Original,50,122
1/22/20,1:00 PM,,4500 block of Roosevelt Way NE,Armed Robbery,Suspect not located,UPDATE at 1:00 p.m.: Police are clearing the scene of the armed robbery in the 4500 block of Roosevelt Way NE. The suspect was not located. Report any leads to 911.,Update,51,123
1/22/20,12:31 PM,12:20 PM,4500 block of Roosevelt Way NE,Armed Robbery,"Suspect displayed an ax that was concealed beneath his jacket, described as a male in his 30s with dark complexion, about 5-foot-7, medium build with face tattoos, and wearing a gray coat and large pink headphones. Last seen heading north.","ORIGINAL POST at 12:31 p.m.: Police report an armed robbery in the 4500 block of Roosevelt Way NE around 12:20 p.m. The suspect displayed an ax, which was concealed beneath his jacket. The suspect is described as a male in his 30s with dark complexion, about 5-foot-7, medium build with face tattoos, and wearing a gray coat and large pink headphones. He was last seen headed north. Seattle police are on the scene and investigating. If seen call 911.

More information will be provided here as it becomes available.",Original,51,124
1/15/20,3:24 PM,,,Robbery,Seattle police have cleared the scene of the robbery. The suspect was not located.,UPDATE at 3:24 p.m.: Seattle police have cleared the scene of the robbery. The suspect was not located. More details will be provided here as available.,Update,52,125
1/15/20,3:15 PM,,NE 42nd St. and 7th Ave NE,Robbery,Suspect search,UPDATE at 3:15 p.m.: Seattle police are still searching for the robbery suspect in the area near NE 42nd St. and 7th Ave NE. Please avoid the area.,Update,52,126
1/15/20,2:41 PM,2:25 PM,NE 42nd St. & 7th Ave NE,Robbery,Male suspect (30 y/o) displayed a handgun,"ORIGINAL POST at 2:41 p.m.: A person was robbed near the intersection of NE 42nd St. and 7th Ave NE around 2:25 p.m. Wednesday. A male suspect, about 30 years old, displayed a handgun. Direction of travel was unknown. Seattle police are on the scene with K-9 and investigating. Please avoid the area.

Suspect was wearing a black jacket, brown pants, and has a slightly gray, short beard. Also wearing a hoodie that was seen but not over his head at the time. Seattle police are deploying their K-9.",Original,52,127
1/14/20,4:30 AM,,,Weather-related Delay,Operations at the UW's Seattle campus will be delayed until 9:30 a.m. Wednesday due to icy conditions surrounding campus affecting transportation in the area.,"UPDATE at 4:30 a.m.: Operations at the UW’s Seattle campus will be delayed until 9:30 a.m. Wednesday due to icy conditions surrounding campus affecting transportation in the area.

If you feel your commute is unsafe, please contact your instructors or supervisors to discuss alternate arrangements.

UW Bothell has announced it will delay opening until 10:30 a.m. and further updates for Bothell can be found at uwb.edu/emergency. Updates for UW Tacoma remains on a normal schedule, and updates can be found at emergency.tacoma.uw.edu.

Employees identified by their unit as performing an essential service are required to report to work during any period of declared suspended operation. Employees in positions that are not designated as essential do not report to work when operations are suspended. These employees are covered by the pay and time-off policies that apply during periods of suspended operations.

Telework may be a feasible option both for employees in essential positions and for regular employees who would not normally work during a suspension of operations, so long as they have the advance written approval of their supervisor or manager. Non-essential employees and essential employees whose responsibilities can be accomplished through telework should not come to campus.

Learn more about the UW’s suspended operations policy here: https://hr.uw.edu/policies/suspended-operations/

With several area schools also closing, classified and professional staff can learn about the UW’s leave time for emergency family care in the event here: https://hr.uw.edu/ops/leaves/family-care-emergency-absences/

For updates about UW shuttle service, parking closures and links to transit snow routes, please see https://transportation.uw.edu/.

There are no athletics events scheduled for Monday. For updates on events this week, please visit gohuskies.com or @UWAthletics on Twitter.

NOTE: If you don’t already receive UW Alert and UW Advisory messages for important updates about emergencies or weather-related notices by text and/or email, click here to subscribe or update your settings.",Update,53,128
1/14/20,,,,Weather,"Snow and ice forecast for January 15 in Puget Sound region impacting Seattle and Tacoma campuses, UW Bothell closed","ORIGINAL POST: UW officials are monitoring overnight weather conditions and a decision on Seattle campus operations for Wednesday, Jan. 15, will be announced by 4:30 a.m. With snow and ice in the forecast, UW Facilities crews will continue to pre-treat and clear roadways and walkways around Seattle campus.

The north end of the Puget Sound region continues to experience the majority of impact from snow and ice accumulation. Updates for UW Bothell, which was closed Tuesday, can be found at uwb.edu/emergency. Updates for UW Tacoma can be found at emergency.tacoma.uw.edu.

Normal operations Tuesday on Seattle and Tacoma campuses; UW Bothell closed",Original,53,129
1/14/20,1:35 PM,,,,No incident reported,"UPDATE at 1:35 p.m.: UW officials will continue to monitor weather conditions throughout the day and night, and any updates to campus status will be provided at alert.uw.edu for the Seattle campus. Please check directly with organizers of any events or activities planned to occur on campus Tuesday evening.

Updates for UW Bothell, which is closed today (Tuesday), can be found at uwb.edu/emergency. Updates for UW Tacoma, which is operating as normal today, can be found at emergency.tacoma.uw.edu.",Update,54,130
1/14/20,12:00 AM,,,Ice Storm Alert,"UW campuses call for extra caution due to icy conditions. UW Bothell closed, Seattle and Tacoma on normal schedule.","ORIGINAL POST: Operations at the UW’s Seattle and Tacoma campuses are normal Tuesday, Jan. 14. Please exercise caution getting to campus, and check with instructors and supervisors if your commute seems unsafe.

UW Bothell has announced it is closed Tuesday, and all classes and activities are canceled.

Updates on the status in Seattle will be provided on this page. UW Tacoma remains on a normal schedule, and updates can be found at emergency.tacoma.uw.edu. Further updates for Bothell can be found at uwb.edu/emergency.

During icy weather, there are some areas that may be slippery and other potential hazards exist.

Caution on walkways: To the extent possible, wear appropriate winter footwear, including waterproof boots and soles with proper tread. Many pathways have been treated within normal walkways. Not all walkways are treated from edge to edge. Pedestrians should look for treated or clear paths whenever possible, even if this isn’t the most direct path.

Limited ADA accessibility: Crews have prioritized ADA accessibility around campus and near ADA-designated parking areas, however they may be impacted by ice. Attention will continue to be placed on these areas.

Parking lots and garages: Please use caution walking and driving in parking lots and garages. Some transitions from lots and garages may be icy in spots. Also use extra caution getting in and out of vehicles.

Caution entering and exiting buildings: Custodial crews will aim to keep entryways into buildings as dry as possible, but please assist in the effort by wiping shoes off upon entering buildings. Use caution on non-carpeted flooring near entrances and exits as floors may be slippery.

UW Facilities have been at work since 4 a.m. clearing and treating roads, pathways and entryways, operating and maintaining the power plant, utilities distribution systems and critical building mechanical systems, and providing critical transportation services to enable an effective return to normal operations for the UW. As normal operations resume, flexibility and patience are encouraged and appreciated.

NOTE: If you don’t already receive UW Alert and UW Advisory messages for important updates about emergencies or weather-related notices by text and/or email, click here to subscribe or update your settings.",Original,54,131
1/12/20,12:15 PM,,,Weather-related,Delayed start due to icy and snowy conditions,"UPDATE at 12:15 p.m.: The UW’s Seattle and Bothell campuses have resumed normal operations after delayed starts Monday morning due to icy and snowy conditions in the area. Please check alert.uw.edu for continued weather-related updates throughout the week, as needed.

NOTE: If you don’t already receive UW Alert and UW Advisory messages for important updates about emergencies or weather-related notices by text and/or email, click here to subscribe or update your settings.",Update,55,132
1/12/20,9:30 AM,,,Delayed Operations,Operations at the UW’s Seattle campus will be delayed until at least 9:30 a.m. Monday due to snowy and potentially icy conditions surrounding campus.,"ORIGINAL POST: Operations at the UW’s Seattle campus will be delayed until at least 9:30 a.m. Monday due to snowy and potentially icy conditions surrounding campus. Any updates regarding start times will be provided on this page as they become available.

UW Bothell has announced it will delay opening until 10:30 a.m., and further updates for Bothell can be found at uwb.edu/emergency. UW Tacoma remains on a normal schedule, and updates can be found at emergency.tacoma.uw.edu.

Faculty, staff and students with concerns about specific work, events or activities are encouraged to communicate with their supervisors, instructors and event organizers.

Employees identified by their unit as performing an essential service are required to report to work during any period of declared suspended operation. Employees in positions that are not designated as essential do not report to work when operations are suspended. These employees are covered by the pay and time-off policies that apply during periods of suspended operations.

Telework may be a feasible option both for employees in essential positions and for regular employees who would not normally work during a suspension of operations, so long as they have the advance written approval of their supervisor or manager. Non-essential employees and essential employees whose responsibilities can be accomplished through telework should not come to campus.

Learn more about the UW’s suspended operations policy here: https://hr.uw.edu/policies/suspended-operations/

With several area schools also closing, classified and professional staff can learn about the UW’s leave time for emergency family care in the event here: https://hr.uw.edu/ops/leaves/family-care-emergency-absences/

For updates about UW shuttle service, parking closures and links to transit snow routes, please see https://transportation.uw.edu/.

There are no athletics events scheduled for Monday. For updates on events this week, please visit gohuskies.com or @UWAthletics on Twitter.

NOTE: If you don’t already receive UW Alert and UW Advisory messages for important updates about emergencies or weather-related notices by text and/or email, click here to subscribe or update your settings.",Original,55,133
11/18/19,11:26 AM,,,No Gas Leak,Seattle Fire Department determined there is no gas leak at Raitt Hall.,UPDATE at 11:26 a.m.: All clear. Seattle Fire Department determined there is no gas leak at Raitt Hall. The smell may be related to construction nearby.,Update,56,134
11/18/19,11:02 AM,,"Raitt Hall, the Quad",Gas Smell,Reports of a gas smell at Raitt Hall in the Quad,"ORIGINAL POST at 11:02 a.m.: There are reports of a gas smell at Raitt Hall in the Quad (map). Seattle Fire Department is on the scene. Please avoid the area and building.

This post will be updated as more information becomes available.",Original,56,135
11/5/19,5:38 AM,,1300 Block of NE 42nd Street,Stabbing,One victim left the scene; two suspects remain at large,"UPDATE at 5:38 AM: All clear. Seattle Police have cleared the scene of the stabbing near the 1300 block of NE 42nd Street in the University District. All roads are open.

One victim has left the scene. Seattle Police continue to investigate, and the two suspects remain at large.

If you have information about this incident, call 9-1-1 and report using case number 19-411828.",Update,57,136
11/5/19,5:21 AM,Unknown,1300 block of NE 42nd Street,Stabbing,"Two suspects have left the scene. One suspect is described as a male with dark complexion, heavy set. The other suspect is described as a male with light complexion, walking with a limp.","ORIGINAL POST at 5:21 AM: Police report a stabbing near the 1300 block of NE 42nd Street. Two suspects have left the scene. One suspect is described as a male with dark complexion, heavy set. The other suspect is described as a male with light complexion, walking with a limp. Report any people seen with these descriptions to 9-1-1.",Original,57,137
10/17/19,10:17 AM,10:17 AM,,Earthquake Drill,Great ShakeOut 2019: UW Alert test on Oct. 17,"Great ShakeOut 2019: UW Alert test on Oct. 17

The UW Alert notification system will be tested on Thursday, Oct. 17 around 10:17 a.m., in conjunction with the Great ShakeOut 2019, an international earthquake drill.

A test UW Alert message will be sent via email and text reminding people about the drill and directing them to more information about preparing for earthquakes. If you don’t already receive these UW Alert notifications, sign up and learn more here.

The UW Outdoor Alert notification system will also be tested the morning of Oct. 17.

The 2019 Great Washington ShakeOut will take place at 10:17 a.m. on Oct. 17. The event is part of an international effort that encourages organizations and individuals to practice what to do in an earthquake.

More information:

Learn about earthquake risks in the Pacific Northwest and how to become better prepared (UW Emergency Management)

Learn about earthquakes and faults in Washington state (Department of Natural Resources)

Harold Tobin, UW professor of Earth and space sciences and director of the Pacific Northwest Seismic Network, discusses seismic risks in the Pacific Northwest.",Original,58,138
10/14/19,5:57 PM,,UW Tower,Gas Leak,Potential Traffic Delays in Area,UPDATE at 5:57 p.m.: All clear. The gas leak near UW Tower has been resolved. Expect traffic delays in the area tonight and Tuesday morning as crews continue work in the area. The UW Tower and nearby buildings are clear for re-entry.,Update,59,139
10/14/19,5:30 PM,,Brooklyn Ave NE and NE 45th St,Gas Leak,Crews secured gas leak near UW Tower,"UPDATE at 5:30 p.m.: Crews have secured the gas leak near UW Tower, at Brooklyn Ave NE and NE 45th St. Officials are checking nearby buildings and will reopen them when they are deemed safe, by approximately 6 p.m. The UW Tower is now clear for entry.

Roads in the area will begin to open, though officials advise that eastbound NE 45th St. will likely remain closed to traffic for several hours.",Update,59,140
10/14/19,3:32 PM,,,Evacuation Map,"Seattle FD has updated the evacuation map again, now north to NE 47th St.","UPDATE at 3:32 p.m.: Seattle FD has updated the evacuation map again, now north to NE 47th St.

Image",Update,59,141
10/14/19,3:10 PM,,,Evacuation Map,Updated,"UPDATE at 3:10 p.m.: Seattle FD has updated the evacuation map:

Image",Update,59,142
10/14/19,3:00 PM,,Brooklyn Ave. NE and NE 45th St.,Gas Leak,2 - 3 hours to clear,UPDATE at 3 p.m.: Officials are estimating two to three hours before the gas leak at Brooklyn Ave. NE and NE 45th St. is cleared. The perimeter has also been extended to the east from University Way NE to 15th Ave. NE. The perimeter to the north is NE 47th St.,Update,59,143
10/14/19,2:35 PM,,Brooklyn Ave. NE and NE 45th St.,Gas Leak,Evacuation zone,"UPDATE at 2:35 p.m.: Fire and utility crews are still working to address the gas leak at Brooklyn Ave. NE and NE 45th St. Anyone leaving the UW Tower is asked to move to the south of the building.

Here is the evacuation map shared by Seattle FD:

NE 45th St. and Brooklyn Ave. NE: this is the current evacuation zone, please continue to avoid the area until the leak is secured. PSE has arrived on scene. pic.twitter.com/ryBVu2c9eY

Image

— Seattle Fire Dept. (@SeattleFire) October 14, 2019",Update,59,144
10/14/19,,,Brooklyn Ave. NE and NE 45th St.,Gas Leak,Construction site near UW Tower,"ORIGINAL POST: Seattle Fire Department is responding to a reported gas leak at a construction site at Brooklyn Ave. NE and NE 45th St. near the UW Tower.

The Tower is currently being evacuated. Please avoid the area. More information will be provided here as it becomes available.",Original,59,145
10/2/19,4:21 PM,-,-,Fire Response,Fire response is ending.,UPDATE at 4:21 p.m.: The fire response is ending. All roadways are open and traffic is moving around UW Medical Center. Some fire vehicles will remain in the area.,Update,60,146
10/2/19,3:53 PM,,,Fire,Fire is out,UPDATE at 3:53 p.m.: The fire is out and there have been no reported injuries. The investigation will continue and the area will remain congested for some time with fire vehicles.,Update,60,147
10/2/19,3:41 PM,,,Fire,"Small fire on first floor of medical center, under control, but smoke continues to be visible.","UPDATE at 3:41 p.m.: Authorities are advising this is a relatively small fire on the first floor of the medical center and it is under control, however smoke continues to be visible. Please remain away from the area while the response continues.",Update,60,148
10/2/19,10:00 AM,,UW Medical Center,Fire,Fire at UW Medical Center,ORIGINAL POST: The Seattle Fire Department is responding to a confirmed fire at UW Medical Center. Please avoid the area. More information will be provided here as it becomes available.,Original,60,149
9/25/19,8:40 PM,,4600 block of Union Bay Place,Hazmat,Substance contained,"UPDATE at 8:40 p.m.: The roads near the Bowman Building are now open. Some Seattle Fire units are still on the scene, but the building is secure and the substance is contained.

4600 block of Union Bay Place NE: hazmat crews contained the substance and building is secure. No injuries reported and all units returning to service. pic.twitter.com/5CnFjZCqfg

— Seattle Fire Dept. (@SeattleFire) September 26, 2019

https://platform.twitter.com/widgets.js",Update,61,150
9/25/19,6:33 PM,,Union Bay Place NE & NE 45th St.,Hydrofluoric Acid,Hydrofluoric acid spill in a lab facility in the Bowman Building,"ORIGINAL POST at 6:33 p.m. Seattle Fire Department officials are responding to a hydrofluoric acid spill in a lab facility in the Bowman Building (map) near the Blakely Village apartments and University Village shopping center.

Road closures are in place on Union Bay Place NE between NE 45th St. and NE 50th St. Please avoid the area.

The Bowman Building has been evacuated and one person was taken to the hospital for minor exposure. More information will be provided here as it becomes available.

4600 block of Union Bay Place NE: confirmed hydrofluoric acid spill in a lab facility. Spill is confined to one area and hazmat crews are making their way into building to contain the substance. One patient in stable condition transported to HMC by our paramedics.

— Seattle Fire Dept. (@SeattleFire) September 26, 2019

https://platform.twitter.com/widgets.js

4600 block of Union Bay Place NE: building is completely evacuated. No additional patients have been identified. pic.twitter.com/LvhwYN8kJj

— Seattle Fire Dept. (@SeattleFire) September 26, 2019

https://platform.twitter.com/widgets.js",Original,61,151
9/20/19,11:28 PM,,,,Scene Clearing,"UPDATE AT 11:28 p.m.: 

Seattle police is clearing the scene and reopening the area.",Update,62,152
9/20/19,11:20 PM,,,Bomb Threat,Diffused package,"UPDATE AT 11:20 p.m.:

The Seattle police bomb squad has arrived and diffused the package. The area will remain closed off while the investigation continues.",Update,62,153
9/20/19,,,NE 43rd St and University Way NE,Suspicious Package,Police investigating a suspicious package reported near NE 43rd St and University Way NE.,"ORIGINAL POST:

Seattle police are investigating a suspicious package that was reported outside the post office near the corner of NE 43rd St and University Way NE. Police have cordoned off the area. Please avoid the area until further notice. More information will be provided here as it becomes available.",Original,62,154
9/19/19,11:12 AM,,NE 45th St. and University Way NE,Mistaken Identity,Roofer with a long pry bar mistaken for a rifle,UPDATE at 11:12 a.m.: All clear. Police searched the area and found a roofer with a long pry bar that was mistaken for a rifle by a caller. No weapons were found. The area near NE 45th St. and University Way NE has been cleared.,Update,63,155
9/19/19,10:51 AM,,NE 45th St. and University Way NE,Possible armed person,Two individuals wearing green army fatigues with one of them apparently carrying a long rifle,"ORIGINAL POST at 10:51 a.m.: Seattle and UW police are investigating a report of a possible armed person who was said to have been seen on a rooftop near the intersection of NE 45th St. and University Way NE. Please the avoid area, if possible.

Two individuals are described to have been seen wearing green Army fatigues with one of them apparently carrying a long rifle. SPD is actively searching the area.

The search for the individuals is moving west toward Brooklyn Ave. NE.

More information will be provided here as it becomes available.",Original,63,156
9/5/19,7:31 AM,,,,Test concluded,UPDATE at 7:31 a.m.: The test has concluded.,Update,64,157
8/30/19,,8:00 AM,Haggett Hall - UW Campus,Training,Seattle Fire Department training in Haggett Hall. Fire department personnel will respond in sequence and enter building with equipment to practice high-rise procedures. Between seven and nine fire department vehicles will be staged near building. No campus road or parking lot closures planned.,"Seattle Fire Department training in Haggett Hall starting Aug. 30

The Seattle Fire Department is using the South tower of Haggett Hall on the UW campus for non-destructive high-rise training from Aug. 30 to Sept. 6.

The training will occur between 8 a.m. and 5 p.m. each day on Aug. 30, 31, Sept. 1, 3, 4, 5 and 6. This training has been coordinated with UW Housing & Food Services and the South tower of Haggett Hall is not currently occupied.

During the training, fire department personnel will respond in sequence to Haggett in a staged fashion representing a typical initial fire response to a high-rise building. When they arrive, the fire crews will enter the building with equipment to practice high-rise procedures. Between seven and nine fire department vehicles (fire engines, ladder trucks, and chief vehicles) will be staged near the building. SFD will not be utilizing sirens or building-wide alarms during this training.

No campus road or parking lot closures are planned in relation to this training.",Original,64,158
8/14/19,10:26 PM,,NE 43rd St. and University Way NE,Fatal Stabbing,A fatal stabbing occurred in the alley near NE 43rd St. and University Way NE with no suspect details released.,UPDATE at 10:26 p.m.: Seattle police homicide detectives are still on the scene after a fatal stabbing in the alley near NE 43rd St. and University Way NE. The area is cordoned off and will remained closed until detectives complete their investigation. No suspect details have been released.,Update,65,159
8/15/19,8:00 PM,,1400 block NE 43 Street,Homicide,"Man stabbed, deceased","UPDATE at 8 p.m.: Seattle police have confirmed the stabbing response is now a homicide investigation. Suspect information will be provided as it becomes available.

Homicide investigation going on now after man was stabbed in the 1400 block of NE 43 Street. The victim was pronounced deceased. Police actively searching for the suspects. Will update with additional information when it is available.

— Seattle Police Dept. (@SeattlePD) August 15, 2019

https://platform.twitter.com/widgets.js",Update,65,160
8/14/19,7:45 PM,7:00 PM,NE 43rd St. and University Way NE,Stabbing,In an alley between NE 43rd & NE 42nd St.,"UPDATE at 7:51 p.m.: There is a significant police and emergency response near the intersection of NE 43rd St. and University Way NE after a stabbing occurred in an alley between NE 43rd and NE 42nd street shortly after 7 p.m. Seattle police have not yet determined a suspect description. More information will be shared here as it becomes available.

Sent at 7:45:48 PM Wed",Update,65,161
8/1/19,10:35 PM,,,,Gas Service,"UPDATE at 10:35 p.m.: Gas service to the HUB has largely been restored. Work on other affected buildings, including Miller, Raitt, Art, Kane and Paccar, will continue Friday morning.",Update,65,162
8/1/19,10:39 AM,,N22 parking lot,Gas leak,"Gas leak in the N22 parking lot, north of the HUB.","UPDATE at 10:39 a.m.: Seattle Fire Department has investigated the gas leak in the N22 parking lot, north of the HUB, and the area has been rendered safe. Gas service may be affected in nearby buildings, including the HUB, Hall Health, UW Club, Communications and residence halls in the northeast section of campus.

This post will be updated when gas service is confirmed to have been restored.",Update,65,163
8/1/19,10:30 AM,,,Gas Line Leak,"Gas service may be affected in nearby buildings, including the HUB, Hall Health, UW Club and residence halls in the northeast section of campus.","UPDATE at 10:30 a.m.: Gas service may be affected in nearby buildings, including the HUB, Hall Health, UW Club and residence halls in the northeast section of campus.",Update,65,164
8/1/19,,,"N22 parking lot, north of the HUB",Gas Inadvertently Struck,"Gas line has been shut off, but please avoid the immediate area until further notice. No buildings are being evacuated at this time.","ORIGINAL POST: A gas line was inadvertently struck during work on the N22 parking lot, north of the HUB. The gas line has been shut off, but please avoid the immediate area until further notice. No buildings are being evacuated at this time.

MAP: uw.edu/maps/?n22

Updates will be provided here as they become available.",Original,65,165
8/1/19,7:32 AM,,,,"Officials cleared the area and medical response is over. Streets and sidewalks are open to vehicles, cyclists and pedestrians.","UPDATE at 7:32 a.m.: Officials have cleared the area and the medical response is over. The streets and sidewalks are open to vehicles, cyclists and pedestrians.",Update,66,166
8/1/19,6:17 AM,,Montlake Blvd. NE,Medical Emergency,"Unconscious, unresponsive individual with no obvious sign of physical trauma or injury","ORIGINAL POST at 6:17 a.m.: Seattle Fire Department is responding to a medical emergency on Montlake Blvd. NE just north of the Montlake Bridge. Please avoid the area.

Officials report that a passerby came upon an individual unconscious and unresponsive north of the bridge.There was no obvious sign of physical trauma or injury to the person.

More information will be provided here as it becomes available.",Original,66,167
7/26/19,11:01 AM,,,Advisory,"Stevens Way closures start Monday, July 29. Bus reroutes until Aug. 30. More info: http://bit.ly/2Zgo2ua","UW Advisory Seattle

Stevens Way closures start Monday, July 29. Bus reroutes until Aug. 30. More info: http://bit.ly/2Zgo2ua

Sent at 11:01:40 AM Fri",Original,67,168
7/8/19,11:33 AM,4:30 AM,NE 47th Street & NE University Way,Homicide,Fight & Assault,"UPDATE at 11:33 a.m.: Seattle Fire Department personnel responded around 4:30 a.m. Monday to a report of an individual needing medical attention near NE 47th Street and NE University Way and found a man deceased near a bus enclosure. Seattle police responded and determined it was likely a homicide and detectives were called in to investigate. There is no known threat to the UW campus community. A description of the suspect will be provided when it becomes available.

Seattle police report the following:

Detectives were called out to the scene. During the course of the investigation, they learned that the victim was present during a physical fight with several other males hours earlier in the same location. The victim appeared to have been assaulted. Investigators are looking into whether there is a connection between the earlier fight and the man’s death.

Seattle Police are working closely with the King County Prosecutor and the King County Medical Examiner’s Office, which will determine the cause and manner of death. This incident is being investigated as a homicide.

This remains an active and on-going investigation. Anyone with information is asked to contact the Seattle Police Department tip line at (206) 233–5000.",Update,68,169
7/8/19,8:12 AM,4:30 AM,NE 47th St. and NE University Way,Suspicious Death,Seattle police are investigating a suspicious death near NE 47th St. and NE University Way that occurred in the early morning hours (around 4:30 a.m.).,"ORIGINAL POST at 8:12 a.m.: Seattle police are investigating a suspicious death near NE 47th St. and NE University Way that occurred in the early morning hours (around 4:30 a.m.). Some traffic in the area is being diverted. There is not believed to be any immediate threat at this time, but please avoid the area until further notice while police conduct their work.

More information will be provided here as it becomes available.",Original,68,170
6/27/19,6:18 PM,,Near Mechanical Engineering Bldg,Hazardous Material,"No HazMat response required, scene is stable",UPDATE at 6:18 p.m.: Seattle Fire responded to what may have developed into a hazardous materials incident near the Mechanical Engineering Building on East Stevens Way NE. Officials assessed the situation and determined there was no HazMat response required. The scene is stable — all clear.,Update,69,171
