,Date,Report Time,Incident Time,Nearest Address to Incident,Incident Category,Incident Summary,Incident Alert,Alert Type,Incident ID,Alert ID,Google Address,geometry
146,2020-06-01,17:35:00,16:38:00,University Village,Police Presence,"Large police presence in area, avoid if possible. Citywide curfew begins at 6 PM",[UPDATE at 5:35 p.m.] A large police presence remains near University Village. Please continue to avoid the area. A reminder that the citywide curfew begins at 6 p.m.,Update,55,145,"2623 NE University Village St, Seattle, WA 98105, USA","{'location': {'lat': 47.6616885, 'lng': -122.2990339}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.6631764302915, 'lng': -122.2974988697085}, 'southwest': {'lat': 47.6604784697085, 'lng': -122.3001968302915}}}"
147,2020-06-01,17:03:00,16:38:00,NE 45th St. and 25th Ave. NE,Disturbance,One person was injured and taken to the hospital. No arrests have been made.,"[UPDATE at 5:03 p.m.] Police are on site and handling the disturbance. Please continue to avoid the area.

Police report that one person was injured and taken to the hospital. No arrests have been made.",Update,55,146,"NE 45th St & University Way NE, Seattle, WA 98105, USA","{'location': {'lat': 47.66134, 'lng': -122.31361}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.6626893302915, 'lng': -122.3123006697085}, 'southwest': {'lat': 47.6599913697085, 'lng': -122.3149986302915}}}"
148,2020-06-01,16:38:00,16:38:00,NE 45th St. and 25th Ave. NE,Looting,Group formed and people smashing windows and looting businesses.,[UPDATE at 4:38 p.m.] A large group has formed around University Village and people are smashing store windows and looting businesses. Traffic closures are in place near NE 45th St. and 25th Ave. NE. Please avoid the area and find alternative routes.,Update,55,147,"NE 45th St & University Way NE, Seattle, WA 98105, USA","{'location': {'lat': 47.66134, 'lng': -122.31361}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.6626893302915, 'lng': -122.3123006697085}, 'southwest': {'lat': 47.6599913697085, 'lng': -122.3149986302915}}}"
149,2020-06-01,14:34:00,,,,Service Modifications in effect,[UPDATE at 2:34 p.m.] The following UW Housing & Food Services service modifications are in effect:,Update,55,148,"University District, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}, 'location': {'lat': 47.6627771, 'lng': -122.3138767}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}}"
150,2020-06-01,14:30:00,,,Emergency Access,Avoid roadways near campus,"[UPDATE at 2:30 p.m.] Please avoid roadways around campus, to the extent possible, to allow emergency vehicles to access the area if needed.",Update,55,149,"University District, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}, 'location': {'lat': 47.6627771, 'lng': -122.3138767}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}}"
151,2020-06-01,14:25:00,,,Curfew Announcement,Seattle Mayor Jenny Durkan has announced a citywide curfew of 6 p.m. Monday through 5 a.m. Tuesday.,[UPDATE at 2:25 p.m.] Seattle Mayor Jenny Durkan has announced a citywide curfew of 6 p.m. Monday through 5 a.m. Tuesday.,Update,55,150,"University District, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}, 'location': {'lat': 47.6627771, 'lng': -122.3138767}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}}"
152,2020-06-01,14:10:00,,University Village,Potential Protest,Police monitoring potential protest in U Village area; businesses closing early,[ORIGINAL POST at 2:10 p.m.] Police are monitoring a potential protest at University Village this afternoon. Members of the UW community who are on or around campus are advised to avoid the U Village area. Businesses there are closing early. More information will be provided here as it becomes available.,Original,55,151,"2623 NE University Village St, Seattle, WA 98105, USA","{'location': {'lat': 47.6616885, 'lng': -122.2990339}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.6631764302915, 'lng': -122.2974988697085}, 'southwest': {'lat': 47.6604784697085, 'lng': -122.3001968302915}}}"
153,2020-05-31,,,,,Intentional fires set during a demonstration in downtown Seattle,"As a reminder, the City of Seattle has imposed a curfew for Sunday night, beginning at 5 p.m. and remaining in place until 5 a.m. Monday. Residents are asked to stay home and not to travel in and through downtown.

The curfew comes after some demonstrations Saturday in downtown Seattle turned violent and fires were intentionally set, according to Mayor Jenny Durkan's announcement, and it is intended ""to preserve the safety of our residents by keeping our streets safe and accessible for essential workers and first responders and preventing the further spread of COVID-19.""

The curfew is intended to be observed voluntarily and will not be enforced ""except for violations that result in public health and safety threats,"" the mayor's announcement states. More details on the curfew can be found on the City of Seattle's website here.",Original,56,152,"University District, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}, 'location': {'lat': 47.6627771, 'lng': -122.3138767}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}}"
154,2020-05-30,17:53:00,17:00:00,Seattle,Curfew,"Mayor Jenny Durkan has issued news of the curfew, which is intended to prevent violence and spread of COVID-19.","[UPDATE at 5:53 p.m.] Seattle Mayor Jenny Durkan has issued a news release announcing the curfew. Here are the primary points:

Mayor Jenny A. Durkan, Police Chief Carmen Best, and Fire Chief Harold Scoggins announced an 5:00 p.m. curfew effective today, May 30 and tomorrow, May 31. Mayor Durkan will soon be signing an emergency order. The curfew will be in effect from 5:00 pm - 5:00 am, and during those hours residents and visitors should remain in their residence to the extent possible and should refrain from traveling in and through Seattle. The curfew is intended to prevent violence and widespread property damage, and to prevent the further community spread of COVID-19 through continued gathering.

Read the full release and further details here.",Update,57,153,"University District, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}, 'location': {'lat': 47.6627771, 'lng': -122.3138767}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}}"
155,2020-05-30,17:45:00,17:00:00,UW Campus,Curfew,District Market and Local Point closing due to citywide curfew.,"[UPDATE at 5:45 p.m.] On the UW campus, District Market and Local Point will be closing soon as a result of the citywide curfew.",Update,57,154,"1410 NE Campus Pkwy, Seattle, WA 98195, USA","{'location': {'lat': 47.65464069999999, 'lng': -122.3074579}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.6612139, 'lng': -122.2928524}, 'southwest': {'lat': 47.6476148, 'lng': -122.3190143}}}"
156,2020-05-30,17:28:00,17:00:00,,Fire/Dangerous,"Immediate 5 pm curfew due to fires and extremely dangerous situation downtown. Residents asked to stay home, stay safe.","[ORIGINAL POST at 5:30 p.m.] The City of Seattle has imposed an immediate 5 p.m. curfew due to fires and an extremely dangerous situation downtown. Residents are asked to stay home, stay safe. More updates will be provided here as they become available.

Sent at 5:28:37 PM Sat",Original,57,155,"University District, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}, 'location': {'lat': 47.6627771, 'lng': -122.3138767}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}}"
157,2020-04-09,22:49:00,,4200 block of University Way NE,,Seattle police have not yet located the suspect and will continue investigating,UPDATE at 10:49 p.m.: Seattle police have not yet located the suspect and will continue investigating. Any further update will be provided here as it becomes available.,Update,58,156,"4200 University Way NE, Seattle, WA 98105, USA","{'location': {'lat': 47.6584485, 'lng': -122.3129887}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.65979748029149, 'lng': -122.3117553697085}, 'southwest': {'lat': 47.6570995197085, 'lng': -122.3144533302915}}}"
158,2020-04-09,,,4200 block of University Way NE,Armed Robbery,Male suspect with a knife,ORIGINAL POST: Seattle police are searching the U-District area for a male suspect in an armed robbery that was reported at a business in the 4200 block of University Way NE. The suspect may have a knife and there is no further description confirmed at this time. Please avoid the area.,Original,58,157,"4200 University Way NE, Seattle, WA 98105, USA","{'location': {'lat': 47.6584485, 'lng': -122.3129887}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.65979748029149, 'lng': -122.3117553697085}, 'southwest': {'lat': 47.6570995197085, 'lng': -122.3144533302915}}}"
159,2020-03-23,20:33:00,20:33:00,Friday Harbor Labs (FHL),Error,UW Advisory error,"Please disregard a UW Advisory message which was erroneously sent at 8:33 p.m. to the entire UW list. The message was intended only for a small group of researchers and staff at Friday Harbor Labs (FHL).

We apologize for any confusion and are looking into the cause of the error.",Original,59,158,"Friday Harbor, WA 98250, USA","{'bounds': {'northeast': {'lat': 48.55699389999999, 'lng': -123.003513}, 'southwest': {'lat': 48.521529, 'lng': -123.1426709}}, 'location': {'lat': 48.5342662, 'lng': -123.0171242}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 48.55699389999999, 'lng': -123.003513}, 'southwest': {'lat': 48.521529, 'lng': -123.1426709}}}"
160,2020-03-03,07:15:00,,,Suspension of Access,Access to campus buildings was restored,"UPDATE at 7:15 a.m. Wednesday, March 4: Access to campus buildings is restored. Employee Husky cards should allow access to buildings as normal.",Update,60,159,"University District, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}, 'location': {'lat': 47.6627771, 'lng': -122.3138767}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}}"
161,2020-03-03,21:06:00,,,Building Access,"Husky card access to some campus buildings may be delayed through Wednesday, but buildings should unlock at normal times Wednesday morning.","UPDATE at 9:06 p.m.: Husky card access to some campus buildings may be delayed through Wednesday, but buildings should unlock at normal times Wednesday morning. This post will be updated when all building access is restored.",Update,60,160,"University District, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}, 'location': {'lat': 47.6627771, 'lng': -122.3138767}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}}"
162,2020-03-03,16:45:00,,,Door Access Not Working,"Door access is not working for employees in some campus buildings and Husky cards will will not open doors after they auto-lock this evening, repairs are ongoing and officials expect all buildings will be accessible with Husky cards by early Wednesday morning.","UPDATE at 4:45 p.m.: Door access is still not working for employees in some campus buildings, and Husky cards will not open doors after they auto-lock this evening. Repairs are ongoing, and officials expect all buildings will be accessible with Husky cards by early Wednesday morning.

If a UW employee has an urgent need to enter their building after hours, contact UWPD's non-emergency line at 206-685-8973.

Impacted buildings:

Wallace Hall

Allen Library

Architecture

Art Building

Bagley Hall

William H. Foege

Community Design Building

Clark Hall

Corp Yard buildings

Fluke Hall

Facilities Admin Building

Gould Hall

Gates Law

Gerberding Hall

Guthrie Hall

Guggenhiem Hall

Haggett Hall

Magnuson Health Sciences

Husky Union Building (HUB)

Johnson Hall

Kirsten Wind Tunnel

Lewis Hall

Mechanical Engineering Building

Merril Hall

Mary Gates Hall

Meany Hall

Marine Science Building

Odegard Library

PACCAR Hall

Plant Services Building

Blue Flame Building (off campus)

Puget Sound Plaza (off campus)

Raitt Hall

Savery Hall

South Campus Center

Sand Point Building 25 Piediactric Dentistry

Sandpoint Building 5

Suzzullo Library

UW Tower Building C

UW Tower Building S

UW Tower Building T

Western Ave (off campus)",Update,60,161,"University District, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}, 'location': {'lat': 47.6627771, 'lng': -122.3138767}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}}"
163,2020-03-03,16:09:00,,,System Malfunction,Work on the Husky card malfunction is ongoing and there is no estimated time yet for repairs.,UPDATE at 4:09 p.m.: Work on the Husky card malfunction is ongoing and there is no estimated time yet for repairs to the system. This post will be updated with more information.,Update,60,162,"University District, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}, 'location': {'lat': 47.6627771, 'lng': -122.3138767}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}}"
164,2020-03-03,12:28:00,,,Card Malfunction,Some UW employees are not able to access some campus buildings due to a Husky card malfunction.,"ORIGINAL Post at 12:28 p.m. Tuesday, March 3: Some UW employees are not able to access some campus buildings due to a Husky card malfunction. Student cards do not appear to be impacted.

UW Information Technology is aware of the problem and is working on a fix. Updates will be provided here as available.",Original,60,163,"University District, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}, 'location': {'lat': 47.6627771, 'lng': -122.3138767}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}}"
165,2020-01-28,14:22:00,,Key Bank,Armed Robbery,Seattle police continue to search for suspect,UPDATE at 2:22pm: The area around Key Bank is secure while Seattle police continue to search for the armed robbery suspect in the area. Updates will be provided here as they become available.,Update,61,164,"4700 Brooklyn Ave NE Ste B, Seattle, WA 98105, USA","{'location': {'lat': 47.6634723, 'lng': -122.3138147}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.6647760802915, 'lng': -122.3126708197085}, 'southwest': {'lat': 47.6620781197085, 'lng': -122.3153687802915}}}"
166,2020-01-28,,,"Key Bank, NE 45th St. and Brooklyn Ave. NE",Robbery,"Suspect displayed a gun and is described as a male in his 30s with dark complexion, wearing black jeans, black sweatshirt and a red beanie","ORIGINAL POST: Seattle police are investigating a robbery at Key Bank, NE 45th St. and Brooklyn Ave. NE. The suspect displayed a gun and is described as a male in his 30s with dark complexion, wearing black jeans, black sweatshirt and a red beanie. More information will be provided here as it becomes available.

If you see the suspect, call 911.",Original,61,165,"400 NE Ravenna Blvd, Seattle, WA 98115, USA","{'location': {'lat': 47.6789312, 'lng': -122.3244029}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.6804061302915, 'lng': -122.3227772197085}, 'southwest': {'lat': 47.6777081697085, 'lng': -122.3254751802915}}}"
167,2020-01-22,13:00:00,12:20:00,4500 Block of Roosevelt Way,Armed Robbery,Suspect Not Found,UPDATE at 1:00 p.m.: Police are clearing the scene of the armed robbery in the 4500 block of Roosevelt Way NE. The suspect was not located. Report any leads to 911.,Update,62,166,"4500 Roosevelt Way NE, Seattle, WA 98105, USA","{'location': {'lat': 47.6615126, 'lng': -122.3171002}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.6628776302915, 'lng': -122.3159332697085}, 'southwest': {'lat': 47.6601796697085, 'lng': -122.3186312302915}}}"
168,2020-01-22,12:31:00,12:20:00,4500 block of Roosevelt Way NE,Armed Robbery,"Suspect displayed an ax, male in his 30s with dark complexion, about 5-foot-7, medium build with face tattoos wearing a gray coat and large pink headphones heading north","ORIGINAL POST at 12:31 p.m.: Police report an armed robbery in the 4500 block of Roosevelt Way NE around 12:20 p.m. The suspect displayed an ax, which was concealed beneath his jacket. The suspect is described as a male in his 30s with dark complexion, about 5-foot-7, medium build with face tattoos, and wearing a gray coat and large pink headphones. He was last seen headed north. Seattle police are on the scene and investigating. If seen call 911.

More information will be provided here as it becomes available.",Original,62,167,"4500 Roosevelt Way NE, Seattle, WA 98105, USA","{'location': {'lat': 47.6615126, 'lng': -122.3171002}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.6628776302915, 'lng': -122.3159332697085}, 'southwest': {'lat': 47.6601796697085, 'lng': -122.3186312302915}}}"
169,2020-01-15,15:24:00,14:25:00,NE 42nd Street and 7th Ave NE,Robbery,Suspect not located,UPDATE at 3:24 p.m.: Seattle police have cleared the scene of the robbery. The suspect was not located. More details will be provided here as available.,Update,63,168,"NE 42nd St & 7th Ave NE, Seattle, WA 98105, USA","{'location': {'lat': 47.65752, 'lng': -122.3208466}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.65886898029149, 'lng': -122.3194976197085}, 'southwest': {'lat': 47.65617101970849, 'lng': -122.3221955802915}}}"
170,2020-01-15,15:15:00,14:25:00,NE 42nd Street and 7th Ave NE,Robbery,Suspect search,UPDATE at 3:15 p.m.: Seattle police are still searching for the robbery suspect in the area near NE 42nd St. and 7th Ave NE. Please avoid the area.,Update,63,169,"NE 42nd St & 7th Ave NE, Seattle, WA 98105, USA","{'location': {'lat': 47.65752, 'lng': -122.3208466}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.65886898029149, 'lng': -122.3194976197085}, 'southwest': {'lat': 47.65617101970849, 'lng': -122.3221955802915}}}"
171,2020-01-15,14:41:00,14:25:00,NE 42nd St. and 7th Ave NE,Robbery,"Person robbed by male suspect, about 30 years old, displaying a handgun. Suspect wearing black jacket, brown pants, and has a slightly gray, short beard. Wearing a hoodie that was seen but not over his head at the time.","ORIGINAL POST at 2:41 p.m.: A person was robbed near the intersection of NE 42nd St. and 7th Ave NE around 2:25 p.m. Wednesday. A male suspect, about 30 years old, displayed a handgun. Direction of travel was unknown. Seattle police are on the scene with K-9 and investigating. Please avoid the area.

Suspect was wearing a black jacket, brown pants, and has a slightly gray, short beard. Also wearing a hoodie that was seen but not over his head at the time. Seattle police are deploying their K-9.",Original,63,170,"NE 42nd St & 7th Ave NE, Seattle, WA 98105, USA","{'location': {'lat': 47.65752, 'lng': -122.3208466}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 47.65886898029149, 'lng': -122.3194976197085}, 'southwest': {'lat': 47.65617101970849, 'lng': -122.3221955802915}}}"
172,2020-01-14,04:30:00,10:30:00,UW Seattle/UW Bothell,Weather-related Delay,Operations at the UW's Seattle campus will be delayed until 9:30 a.m. Wednesday due to icy conditions surrounding campus affecting transportation in the area. UW Bothell has announced it will delay opening until 10:30 a.m.,"UPDATE at 4:30 a.m.: Operations at the UW's Seattle campus will be delayed until 9:30 a.m. Wednesday due to icy conditions surrounding campus affecting transportation in the area.

If you feel your commute is unsafe, please contact your instructors or supervisors to discuss alternate arrangements.

UW Bothell has announced it will delay opening until 10:30 a.m. and further updates for Bothell can be found at uwb.edu/emergency. Updates for UW Tacoma remains on a normal schedule, and updates can be found at emergency.tacoma.uw.edu.

Employees identified by their unit as performing an essential service are required to report to work during any period of declared suspended operation. Employees in positions that are not designated as essential do not report to work when operations are suspended. These employees are covered by the pay and time-off policies that apply during periods of suspended operations.

Telework may be a feasible option both for employees in essential positions and for regular employees who would not normally work during a suspension of operations, so long as they have the advance written approval of their supervisor or manager. Non-essential employees and essential employees whose responsibilities can be accomplished through telework should not come to campus.

Learn more about the UW's suspended operations policy here: https://hr.uw.edu/policies/suspended-operations/

With several area schools also closing, classified and professional staff can learn about the UW's leave time for emergency family care in the event here: https://hr.uw.edu/ops/leaves/family-care-emergency-absences/

For updates about UW shuttle service, parking closures and links to transit snow routes, please see https://transportation.uw.edu/.

There are no athletics events scheduled for Monday. For updates on events this week, please visit gohuskies.com or @UWAthletics on Twitter.

NOTE: If you don't already receive UW Alert and UW Advisory messages for important updates about emergencies or weather-related notices by text and/or email, click here to subscribe or update your settings.",Update,64,171,"1410 NE Campus Pkwy, Seattle, WA 98195, USA","{'location': {'lat': 47.65464069999999, 'lng': -122.3074579}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.6612139, 'lng': -122.2928524}, 'southwest': {'lat': 47.6476148, 'lng': -122.3190143}}}"
173,2020-01-14,,,,Weather,"UW officials are monitoring overnight weather conditions for the Seattle campus and a decision on operations for Wednesday, Jan. 15, will be announced by 4:30 a.m. Snow and ice forecasted for the area with crews pre-treating and clearing roadways and walkways. Updates for UW Bothell and UW Tacoma can be found on their respective websites.","ORIGINAL POST: UW officials are monitoring overnight weather conditions and a decision on Seattle campus operations for Wednesday, Jan. 15, will be announced by 4:30 a.m. With snow and ice in the forecast, UW Facilities crews will continue to pre-treat and clear roadways and walkways around Seattle campus.

The north end of the Puget Sound region continues to experience the majority of impact from snow and ice accumulation. Updates for UW Bothell, which was closed Tuesday, can be found at uwb.edu/emergency. Updates for UW Tacoma can be found at emergency.tacoma.uw.edu.",Original,64,172,"University District, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}, 'location': {'lat': 47.6627771, 'lng': -122.3138767}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}}"
174,2020-01-14,13:35:00,,,Weather Alert,Campus Status Update,"UPDATE at 1:35 p.m.: UW officials will continue to monitor weather conditions throughout the day and night, and any updates to campus status will be provided at alert.uw.edu for the Seattle campus. Please check directly with organizers of any events or activities planned to occur on campus Tuesday evening.

Updates for UW Bothell, which is closed today (Tuesday), can be found at uwb.edu/emergency. Updates for UW Tacoma, which is operating as normal today, can be found at emergency.tacoma.uw.edu.",Update,65,173,"University District, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}, 'location': {'lat': 47.6627771, 'lng': -122.3138767}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}}"
175,2020-01-14,,,,Weather-related,"UW Facilities are clearing and treating roads, pathways and entryways.","ORIGINAL POST: Operations at the UW's Seattle and Tacoma campuses are normal Tuesday, Jan. 14. Please exercise caution getting to campus, and check with instructors and supervisors if your commute seems unsafe.

UW Bothell has announced it is closed Tuesday, and all classes and activities are canceled.

Updates on the status in Seattle will be provided on this page. UW Tacoma remains on a normal schedule, and updates can be found at emergency.tacoma.uw.edu. Further updates for Bothell can be found at uwb.edu/emergency.

During icy weather, there are some areas that may be slippery and other potential hazards exist.

UW Facilities have been at work since 4 a.m. clearing and treating roads, pathways and entryways, operating and maintaining the power plant, utilities distribution systems and critical building mechanical systems, and providing critical transportation services to enable an effective return to normal operations for the UW. As normal operations resume, flexibility and patience are encouraged and appreciated.

NOTE: If you don't already receive UW Alert and UW Advisory messages for important updates about emergencies or weather-related notices by text and/or email, click here to subscribe or update your settings.",Original,65,174,"University District, Seattle, WA, USA","{'bounds': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}, 'location': {'lat': 47.6627771, 'lng': -122.3138767}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 47.6743199, 'lng': -122.2864358}, 'southwest': {'lat': 47.6474201, 'lng': -122.3222372}}}"
176,2020-01-12,12:15:00,,UW Seattle Campus,Weather,UW's Seattle and Bothell campuses had delayed starts due to icy and snowy conditions.,"UPDATE at 12:15 p.m.: The UW's Seattle and Bothell campuses have resumed normal operations after delayed starts Monday morning due to icy and snowy conditions in the area. Please check alert.uw.edu for continued weather-related updates throughout the week, as needed.

NOTE: If you don't already receive UW Alert and UW Advisory messages for important updates about emergencies or weather-related notices by text and/or email, click here to subscribe or update your settings.",Update,66,175,"1410 NE Campus Pkwy, Seattle, WA 98195, USA","{'location': {'lat': 47.65464069999999, 'lng': -122.3074579}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.6612139, 'lng': -122.2928524}, 'southwest': {'lat': 47.6476148, 'lng': -122.3190143}}}"
177,2020-01-12,09:30:00,,UW Seattle Campus,Snow and Icy Conditions,Operations at the UW's Seattle Campus Delayed until 9:30am,"ORIGINAL POST: Operations at the UW's Seattle campus will be delayed until at least 9:30 a.m. Monday due to snowy and potentially icy conditions surrounding campus. Any updates regarding start times will be provided on this page as they become available.

UW Bothell has announced it will delay opening until 10:30 a.m., and further updates for Bothell can be found at uwb.edu/emergency. UW Tacoma remains on a normal schedule, and updates can be found at emergency.tacoma.uw.edu.

Faculty, staff and students with concerns about specific work, events or activities are encouraged to communicate with their supervisors, instructors and event organizers.

Employees identified by their unit as performing an essential service are required to report to work during any period of declared suspended operation. Employees in positions that are not designated as essential do not report to work when operations are suspended. These employees are covered by the pay and time-off policies that apply during periods of suspended operations.

Telework may be a feasible option both for employees in essential positions and for regular employees who would not normally work during a suspension of operations, so long as they have the advance written approval of their supervisor or manager. Non-essential employees and essential employees whose responsibilities can be accomplished through telework should not come to campus.

Learn more about the UW's suspended operations policy here: https://hr.uw.edu/policies/suspended-operations/

With several area schools also closing, classified and professional staff can learn about the UW's leave time for emergency family care in the event here: https://hr.uw.edu/ops/leaves/family-care-emergency-absences/

For updates about UW shuttle service, parking closures and links to transit snow routes, please see https://transportation.uw.edu/.

There are no athletics events scheduled for Monday. For updates on events this week, please visit gohuskies.com or @UWAthletics on Twitter.

NOTE: If you don't already receive UW Alert and UW Advisory messages for important updates about emergencies or weather-related notices by text and/or email, click here to subscribe or update your settings.",Original,66,176,"1410 NE Campus Pkwy, Seattle, WA 98195, USA","{'location': {'lat': 47.65464069999999, 'lng': -122.3074579}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.6612139, 'lng': -122.2928524}, 'southwest': {'lat': 47.6476148, 'lng': -122.3190143}}}"
178,2019-11-18,11:26:00,,Raitt Hall,Gas Leak,All clear,UPDATE at 11:26 a.m.: All clear. Seattle Fire Department determined there is no gas leak at Raitt Hall. The smell may be related to construction nearby.,Update,67,177,"Raitt Hall (Rai), 1901 Chelan Ln, Seattle, WA 98105, USA","{'bounds': {'northeast': {'lat': 47.6581783, 'lng': -122.3068363}, 'southwest': {'lat': 47.6576398, 'lng': -122.3076435}}, 'location': {'lat': 47.657897, 'lng': -122.3072388}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 47.6592580302915, 'lng': -122.3058909197085}, 'southwest': {'lat': 47.6565600697085, 'lng': -122.3085888802915}}}"
